stock_code,stock_name,entry_date,entry_price,exit_date,exit_price,quantity,pnl,pnl_pct,exit_reason,holding_days
WMT,Walmart,2021-05-19,44.55765151977539,2021-06-09,43.665985107421875,447,-399.0,-0.0200,ES4 데드크로스,14
LLY,Eli Lilly,2021-05-05,183.43057250976562,2021-06-10,223.16104125976562,108,4291.0,0.2166,ES2 익절 +20%,25
NVDA,NVIDIA,2021-05-21,14.954870223999023,2021-06-14,17.97854232788086,1341,4055.0,0.2022,ES2 익절 +20%,15
ABBV,AbbVie,2021-06-14,96.462890625,2021-06-28,94.45672607421875,221,-443.0,-0.0208,ES4 데드크로스,10
XOM,Exxon Mobil,2021-06-03,51.25139617919922,2021-07-06,51.41056823730469,381,61.0,0.0031,ES4 데드크로스,22
META,Meta,2021-05-19,311.4146728515625,2021-07-19,334.6126403808594,64,1485.0,0.0745,ES3 트레일링스탑,41
MSFT,Microsoft,2021-05-25,242.0980682373047,2021-07-23,278.59747314453125,21,766.0,0.1508,ES5 보유기간 초과,41
V,Visa,2021-05-27,218.98739624023438,2021-07-27,242.22207641601562,1,23.0,0.1061,ES5 보유기간 초과,41
META,Meta,2021-07-23,367.2248229980469,2021-07-29,355.83441162109375,14,-159.0,-0.0310,ES1 손절 -3%,4
AMZN,Amazon,2021-06-09,164.0574951171875,2021-07-30,166.37950134277344,114,265.0,0.0142,ES4 데드크로스,36
AAPL,Apple,2021-06-09,124.03439331054688,2021-08-06,142.79510498046875,1,19.0,0.1513,ES5 보유기간 초과,41
COST,Costco,2021-06-15,364.7430419921875,2021-08-12,423.91827392578125,58,3432.0,0.1622,ES5 보유기간 초과,41
NVDA,NVIDIA,2021-08-03,19.770788192749023,2021-08-18,18.997512817382812,953,-737.0,-0.0391,ES1 손절 -3%,11
HD,Home Depot,2021-06-22,280.0475158691406,2021-08-19,289.1732177734375,17,155.0,0.0326,ES5 보유기간 초과,41
PG,Procter & Gamble,2021-06-28,120.04399108886719,2021-08-25,127.36026763916016,173,1266.0,0.0609,ES5 보유기간 초과,41
WMT,Walmart,2021-06-30,44.27507781982422,2021-08-27,46.1711540222168,4,8.0,0.0428,ES5 보유기간 초과,41
LLY,Eli Lilly,2021-07-06,224.95750427246094,2021-09-01,246.7548370361328,85,1853.0,0.0969,ES3 트레일링스탑,41
ABBV,AbbVie,2021-08-16,100.08238983154297,2021-09-01,94.89274597167969,15,-78.0,-0.0519,ES1 손절 -3%,12
UNH,UnitedHealth,2021-08-18,387.43994140625,2021-09-10,376.306396484375,48,-534.0,-0.0287,ES4 데드크로스,16
MSFT,Microsoft,2021-08-19,285.972412109375,2021-09-10,284.9510498046875,16,-16.0,-0.0036,ES4 데드크로스,15
AAPL,Apple,2021-08-12,145.48219299316406,2021-09-15,145.61892700195312,155,21.0,0.0009,ES4 데드크로스,23
BRK-B,Berkshire Hathaway,2021-07-21,279.8800048828125,2021-09-17,276.760009765625,77,-240.0,-0.0111,ES5 보유기간 초과,41
NVDA,NVIDIA,2021-08-23,21.909000396728516,2021-09-17,21.854982376098633,7,0.0,-0.0025,ES4 데드크로스,18
META,Meta,2021-08-25,365.83453369140625,2021-09-17,362.1899719238281,60,-219.0,-0.0100,ES4 데드크로스,16
AMZN,Amazon,2021-08-27,167.48150634765625,2021-09-21,167.18150329589844,2,-1.0,-0.0018,ES4 데드크로스,16
PG,Procter & Gamble,2021-09-14,129.82408142089844,2021-09-22,128.1904754638672,170,-278.0,-0.0126,ES4 데드크로스,6
JPM,JPMorgan Chase,2021-07-29,136.31040954589844,2021-09-27,148.7654266357422,41,511.0,0.0914,ES5 보유기간 초과,41
HD,Home Depot,2021-09-03,297.3402099609375,2021-10-04,293.85687255859375,75,-261.0,-0.0117,ES4 데드크로스,20
MA,Mastercard,2021-09-27,347.5490417480469,2021-10-04,335.303955078125,64,-784.0,-0.0352,ES1 손절 -3%,5
JPM,JPMorgan Chase,2021-09-27,148.7654266357422,2021-10-13,144.30210876464844,149,-665.0,-0.0300,ES1 손절 -3%,12
V,Visa,2021-09-23,220.6875,2021-10-14,217.66201782226562,99,-300.0,-0.0137,ES4 데드크로스,15
PG,Procter & Gamble,2021-10-13,127.15492248535156,2021-10-22,126.49706268310547,171,-112.0,-0.0052,ES4 데드크로스,7
NVDA,NVIDIA,2021-10-14,21.7012996673584,2021-11-02,26.346731185913086,4,19.0,0.2141,ES2 익절 +20%,13
BRK-B,Berkshire Hathaway,2021-09-27,279.7200012207031,2021-11-11,284.6499938964844,23,113.0,0.0176,ES4 데드크로스,33
XOM,Exxon Mobil,2021-09-23,48.54050827026367,2021-11-19,52.28679656982422,454,1701.0,0.0772,ES3 트레일링스탑,41
ABBV,AbbVie,2021-09-27,91.04700469970703,2021-11-23,101.69780731201172,1,11.0,0.1170,ES5 보유기간 초과,41
LLY,Eli Lilly,2021-10-11,224.0062255859375,2021-11-29,245.0843048095703,98,2066.0,0.0941,ES3 트레일링스탑,34
